project,use_br,use_stopword,stage2,adddel,diff_type,DependentName,DependentValue
Compress-44b,False,True,precise,all-sep,gumtree_base,rank,1
Compress-7b,False,True,precise,all-sep,gumtree_base,rank,2
Compress-8b,False,True,precise,all-sep,gumtree_base,rank,1
Gson-15b,False,True,precise,all-sep,gumtree_base,rank,1
JacksonCore-14b,False,True,precise,all-sep,gumtree_base,rank,3
JacksonCore-4b,False,True,precise,all-sep,gumtree_base,rank,5
JacksonCore-5b,False,True,precise,all-sep,gumtree_base,rank,2
JacksonCore-6b,False,True,precise,all-sep,gumtree_base,rank,1
JacksonCore-8b,False,True,precise,all-sep,gumtree_base,rank,2
Jsoup-27b,False,True,precise,all-sep,gumtree_base,rank,1
Jsoup-4b,False,True,precise,all-sep,gumtree_base,rank,2
Jsoup-85b,False,True,precise,all-sep,gumtree_base,rank,5
Jsoup-9b,False,True,precise,all-sep,gumtree_base,rank,3
Lang-13b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-14b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-19b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-21b,False,True,precise,all-sep,gumtree_base,rank,4
Lang-22b,False,True,precise,all-sep,gumtree_base,rank,4
Lang-25b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-26b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-28b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-31b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-39b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-4b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-40b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-43b,False,True,precise,all-sep,gumtree_base,rank,3
Lang-44b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-45b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-46b,False,True,precise,all-sep,gumtree_base,rank,5
Lang-47b,False,True,precise,all-sep,gumtree_base,rank,4
Lang-48b,False,True,precise,all-sep,gumtree_base,rank,3
Lang-49b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-51b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-52b,False,True,precise,all-sep,gumtree_base,rank,1
Lang-53b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-54b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-55b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-57b,False,True,precise,all-sep,gumtree_base,rank,2
Lang-6b,False,True,precise,all-sep,gumtree_base,rank,5
Lang-60b,False,True,precise,all-sep,gumtree_base,rank,6
Lang-61b,False,True,precise,all-sep,gumtree_base,rank,4
Lang-64b,False,True,precise,all-sep,gumtree_base,rank,1
Math-10b,False,True,precise,all-sep,gumtree_base,rank,10
Math-101b,False,True,precise,all-sep,gumtree_base,rank,1
Math-103b,False,True,precise,all-sep,gumtree_base,rank,1
Math-104b,False,True,precise,all-sep,gumtree_base,rank,3
Math-105b,False,True,precise,all-sep,gumtree_base,rank,6
Math-106b,False,True,precise,all-sep,gumtree_base,rank,1
Math-14b,False,True,precise,all-sep,gumtree_base,rank,7
Math-15b,False,True,precise,all-sep,gumtree_base,rank,36
Math-17b,False,True,precise,all-sep,gumtree_base,rank,2
Math-2b,False,True,precise,all-sep,gumtree_base,rank,21
Math-23b,False,True,precise,all-sep,gumtree_base,rank,9
Math-24b,False,True,precise,all-sep,gumtree_base,rank,10
Math-25b,False,True,precise,all-sep,gumtree_base,rank,3
Math-26b,False,True,precise,all-sep,gumtree_base,rank,18
Math-28b,False,True,precise,all-sep,gumtree_base,rank,12
Math-3b,False,True,precise,all-sep,gumtree_base,rank,2
Math-35b,False,True,precise,all-sep,gumtree_base,rank,2
Math-42b,False,True,precise,all-sep,gumtree_base,rank,32
Math-45b,False,True,precise,all-sep,gumtree_base,rank,5
Math-46b,False,True,precise,all-sep,gumtree_base,rank,10
Math-48b,False,True,precise,all-sep,gumtree_base,rank,12
Math-50b,False,True,precise,all-sep,gumtree_base,rank,3
Math-53b,False,True,precise,all-sep,gumtree_base,rank,2
Math-54b,False,True,precise,all-sep,gumtree_base,rank,2
Math-55b,False,True,precise,all-sep,gumtree_base,rank,6
Math-60b,False,True,precise,all-sep,gumtree_base,rank,27
Math-63b,False,True,precise,all-sep,gumtree_base,rank,3
Math-64b,False,True,precise,all-sep,gumtree_base,rank,4
Math-70b,False,True,precise,all-sep,gumtree_base,rank,4
Math-75b,False,True,precise,all-sep,gumtree_base,rank,5
Math-79b,False,True,precise,all-sep,gumtree_base,rank,5
Math-87b,False,True,precise,all-sep,gumtree_base,rank,30
Math-88b,False,True,precise,all-sep,gumtree_base,rank,33
Math-89b,False,True,precise,all-sep,gumtree_base,rank,1
Math-92b,False,True,precise,all-sep,gumtree_base,rank,2
Math-93b,False,True,precise,all-sep,gumtree_base,rank,1
Math-94b,False,True,precise,all-sep,gumtree_base,rank,1
Math-96b,False,True,precise,all-sep,gumtree_base,rank,3
Math-97b,False,True,precise,all-sep,gumtree_base,rank,5
Mockito-8b,False,True,precise,all-sep,gumtree_base,rank,2
Time-1b,False,True,precise,all-sep,gumtree_base,rank,1
Time-11b,False,True,precise,all-sep,gumtree_base,rank,5
Time-15b,False,True,precise,all-sep,gumtree_base,rank,2
Time-16b,False,True,precise,all-sep,gumtree_base,rank,11
Time-2b,False,True,precise,all-sep,gumtree_base,rank,1
Time-7b,False,True,precise,all-sep,gumtree_base,rank,3
Cli-29b,True,True,precise,add,gumtree_class,rank,1
Closure-10b,True,True,precise,add,gumtree_class,rank,49
Closure-104b,True,True,precise,add,gumtree_class,rank,3
Closure-113b,True,True,precise,add,gumtree_class,rank,63
Closure-115b,True,True,precise,add,gumtree_class,rank,78
Closure-120b,True,True,precise,add,gumtree_class,rank,210
Closure-121b,True,True,precise,add,gumtree_class,rank,23
Closure-128b,True,True,precise,add,gumtree_class,rank,182
Closure-133b,True,True,precise,add,gumtree_class,rank,5
Closure-17b,True,True,precise,add,gumtree_class,rank,134
Closure-2b,True,True,precise,add,gumtree_class,rank,128
Closure-21b,True,True,precise,add,gumtree_class,rank,4
Closure-27b,True,True,precise,add,gumtree_class,rank,1
Closure-30b,True,True,precise,add,gumtree_class,rank,135
Closure-31b,True,True,precise,add,gumtree_class,rank,10
Closure-33b,True,True,precise,add,gumtree_class,rank,12
Closure-48b,True,True,precise,add,gumtree_class,rank,242
Closure-52b,True,True,precise,add,gumtree_class,rank,4
Closure-59b,True,True,precise,add,gumtree_class,rank,101
Closure-60b,True,True,precise,add,gumtree_class,rank,7
Closure-61b,True,True,precise,add,gumtree_class,rank,138
Closure-62b,True,True,precise,add,gumtree_class,rank,5
Closure-64b,True,True,precise,add,gumtree_class,rank,156
Closure-65b,True,True,precise,add,gumtree_class,rank,2
Closure-66b,True,True,precise,add,gumtree_class,rank,23
Closure-68b,True,True,precise,add,gumtree_class,rank,12
Closure-73b,True,True,precise,add,gumtree_class,rank,3
Closure-74b,True,True,precise,add,gumtree_class,rank,4
Closure-76b,True,True,precise,add,gumtree_class,rank,18
Closure-8b,True,True,precise,add,gumtree_class,rank,103
Closure-80b,True,True,precise,add,gumtree_class,rank,22
Closure-82b,True,True,precise,add,gumtree_class,rank,18
Closure-85b,True,True,precise,add,gumtree_class,rank,29
Closure-91b,True,True,precise,add,gumtree_class,rank,26
Closure-92b,True,True,precise,add,gumtree_class,rank,109
Closure-99b,True,True,precise,add,gumtree_class,rank,5
Codec-10b,True,True,precise,add,gumtree_class,rank,3
Codec-18b,True,True,precise,add,gumtree_class,rank,1
Codec-3b,True,True,precise,add,gumtree_class,rank,1
Compress-26b,True,True,precise,add,gumtree_class,rank,2
Compress-39b,True,True,precise,add,gumtree_class,rank,1
Compress-44b,True,True,precise,add,gumtree_class,rank,1
Compress-7b,True,True,precise,add,gumtree_class,rank,3
Compress-8b,True,True,precise,add,gumtree_class,rank,1
Gson-15b,True,True,precise,add,gumtree_class,rank,1
JacksonCore-14b,True,True,precise,add,gumtree_class,rank,4
JacksonCore-4b,True,True,precise,add,gumtree_class,rank,1
JacksonCore-5b,True,True,precise,add,gumtree_class,rank,1
JacksonCore-6b,True,True,precise,add,gumtree_class,rank,1
JacksonCore-8b,True,True,precise,add,gumtree_class,rank,1
Jsoup-27b,True,True,precise,add,gumtree_class,rank,2
Jsoup-4b,True,True,precise,add,gumtree_class,rank,2
Jsoup-85b,True,True,precise,add,gumtree_class,rank,2
Jsoup-9b,True,True,precise,add,gumtree_class,rank,3
Lang-13b,True,True,precise,add,gumtree_class,rank,1
Lang-14b,True,True,precise,add,gumtree_class,rank,2
Lang-19b,True,True,precise,add,gumtree_class,rank,1
Lang-21b,True,True,precise,add,gumtree_class,rank,3
Lang-22b,True,True,precise,add,gumtree_class,rank,4
Lang-25b,True,True,precise,add,gumtree_class,rank,3
Lang-26b,True,True,precise,add,gumtree_class,rank,1
Lang-28b,True,True,precise,add,gumtree_class,rank,1
Lang-31b,True,True,precise,add,gumtree_class,rank,1
Lang-39b,True,True,precise,add,gumtree_class,rank,2
Lang-4b,True,True,precise,add,gumtree_class,rank,2
Lang-40b,True,True,precise,add,gumtree_class,rank,2
Lang-43b,True,True,precise,add,gumtree_class,rank,4
Lang-44b,True,True,precise,add,gumtree_class,rank,1
Lang-45b,True,True,precise,add,gumtree_class,rank,1
Lang-46b,True,True,precise,add,gumtree_class,rank,5
Lang-47b,True,True,precise,add,gumtree_class,rank,3
Lang-48b,True,True,precise,add,gumtree_class,rank,3
Lang-49b,True,True,precise,add,gumtree_class,rank,1
Lang-51b,True,True,precise,add,gumtree_class,rank,2
Lang-52b,True,True,precise,add,gumtree_class,rank,1
Lang-53b,True,True,precise,add,gumtree_class,rank,2
Lang-54b,True,True,precise,add,gumtree_class,rank,3
Lang-55b,True,True,precise,add,gumtree_class,rank,1
Lang-57b,True,True,precise,add,gumtree_class,rank,2
Lang-6b,True,True,precise,add,gumtree_class,rank,5
Lang-60b,True,True,precise,add,gumtree_class,rank,1
Lang-61b,True,True,precise,add,gumtree_class,rank,1
Lang-64b,True,True,precise,add,gumtree_class,rank,1
Math-10b,True,True,precise,add,gumtree_class,rank,3
Math-101b,True,True,precise,add,gumtree_class,rank,1
Math-103b,True,True,precise,add,gumtree_class,rank,1
Math-104b,True,True,precise,add,gumtree_class,rank,2
Math-105b,True,True,precise,add,gumtree_class,rank,5
Math-106b,True,True,precise,add,gumtree_class,rank,1
Math-14b,True,True,precise,add,gumtree_class,rank,4
Math-15b,True,True,precise,add,gumtree_class,rank,1
Math-17b,True,True,precise,add,gumtree_class,rank,1
Math-2b,True,True,precise,add,gumtree_class,rank,7
Math-23b,True,True,precise,add,gumtree_class,rank,8
Math-24b,True,True,precise,add,gumtree_class,rank,7
Math-25b,True,True,precise,add,gumtree_class,rank,2
Math-26b,True,True,precise,add,gumtree_class,rank,1
Math-28b,True,True,precise,add,gumtree_class,rank,8
Math-3b,True,True,precise,add,gumtree_class,rank,2
Math-35b,True,True,precise,add,gumtree_class,rank,1
Math-42b,True,True,precise,add,gumtree_class,rank,9
Math-45b,True,True,precise,add,gumtree_class,rank,5
Math-46b,True,True,precise,add,gumtree_class,rank,2
Math-48b,True,True,precise,add,gumtree_class,rank,22
Math-50b,True,True,precise,add,gumtree_class,rank,4
Math-53b,True,True,precise,add,gumtree_class,rank,5
Math-54b,True,True,precise,add,gumtree_class,rank,1
Math-55b,True,True,precise,add,gumtree_class,rank,1
Math-60b,True,True,precise,add,gumtree_class,rank,33
Math-63b,True,True,precise,add,gumtree_class,rank,4
Math-64b,True,True,precise,add,gumtree_class,rank,3
Math-70b,True,True,precise,add,gumtree_class,rank,1
Math-75b,True,True,precise,add,gumtree_class,rank,1
Math-79b,True,True,precise,add,gumtree_class,rank,4
Math-87b,True,True,precise,add,gumtree_class,rank,2
Math-88b,True,True,precise,add,gumtree_class,rank,8
Math-89b,True,True,precise,add,gumtree_class,rank,2
Math-92b,True,True,precise,add,gumtree_class,rank,1
Math-93b,True,True,precise,add,gumtree_class,rank,1
Math-94b,True,True,precise,add,gumtree_class,rank,1
Math-96b,True,True,precise,add,gumtree_class,rank,3
Math-97b,True,True,precise,add,gumtree_class,rank,4
Mockito-8b,True,True,precise,add,gumtree_class,rank,4
Time-1b,True,True,precise,add,gumtree_class,rank,24
Time-11b,True,True,precise,add,gumtree_class,rank,1
Time-15b,True,True,precise,add,gumtree_class,rank,1
Time-16b,True,True,precise,add,gumtree_class,rank,2
Time-2b,True,True,precise,add,gumtree_class,rank,25
Time-7b,True,True,precise,add,gumtree_class,rank,18
Cli-29b,False,True,precise,add,gumtree_class,rank,1
Closure-10b,False,True,precise,add,gumtree_class,rank,61
Closure-104b,False,True,precise,add,gumtree_class,rank,2
Closure-113b,False,True,precise,add,gumtree_class,rank,288
Closure-115b,False,True,precise,add,gumtree_class,rank,229
Closure-120b,False,True,precise,add,gumtree_class,rank,233
Closure-121b,False,True,precise,add,gumtree_class,rank,90
Closure-128b,False,True,precise,add,gumtree_class,rank,88
Closure-133b,False,True,precise,add,gumtree_class,rank,5
Closure-17b,False,True,precise,add,gumtree_class,rank,247
Closure-2b,False,True,precise,add,gumtree_class,rank,93
Closure-21b,False,True,precise,add,gumtree_class,rank,11
Closure-27b,False,True,precise,add,gumtree_class,rank,1
Closure-30b,False,True,precise,add,gumtree_class,rank,82
Closure-31b,False,True,precise,add,gumtree_class,rank,11
Closure-33b,False,True,precise,add,gumtree_class,rank,451
Closure-48b,False,True,precise,add,gumtree_class,rank,315
Closure-52b,False,True,precise,add,gumtree_class,rank,12
Closure-59b,False,True,precise,add,gumtree_class,rank,126
Closure-60b,False,True,precise,add,gumtree_class,rank,171
Closure-61b,False,True,precise,add,gumtree_class,rank,180
Closure-62b,False,True,precise,add,gumtree_class,rank,6
Closure-64b,False,True,precise,add,gumtree_class,rank,186
Closure-65b,False,True,precise,add,gumtree_class,rank,2
Closure-66b,False,True,precise,add,gumtree_class,rank,24
Closure-68b,False,True,precise,add,gumtree_class,rank,6
Closure-73b,False,True,precise,add,gumtree_class,rank,2
Closure-74b,False,True,precise,add,gumtree_class,rank,4
Closure-76b,False,True,precise,add,gumtree_class,rank,25
Closure-8b,False,True,precise,add,gumtree_class,rank,47
Closure-80b,False,True,precise,add,gumtree_class,rank,11
Closure-82b,False,True,precise,add,gumtree_class,rank,35
Closure-85b,False,True,precise,add,gumtree_class,rank,26
Closure-91b,False,True,precise,add,gumtree_class,rank,32
Closure-92b,False,True,precise,add,gumtree_class,rank,97
Closure-99b,False,True,precise,add,gumtree_class,rank,16
Codec-10b,False,True,precise,add,gumtree_class,rank,3
Codec-18b,False,True,precise,add,gumtree_class,rank,1
Codec-3b,False,True,precise,add,gumtree_class,rank,1
Compress-26b,False,True,precise,add,gumtree_class,rank,2
Compress-39b,False,True,precise,add,gumtree_class,rank,1
Compress-44b,False,True,precise,add,gumtree_class,rank,1
Compress-7b,False,True,precise,add,gumtree_class,rank,2
Compress-8b,False,True,precise,add,gumtree_class,rank,3
Gson-15b,False,True,precise,add,gumtree_class,rank,1
JacksonCore-14b,False,True,precise,add,gumtree_class,rank,3
JacksonCore-4b,False,True,precise,add,gumtree_class,rank,1
JacksonCore-5b,False,True,precise,add,gumtree_class,rank,1
JacksonCore-6b,False,True,precise,add,gumtree_class,rank,1
JacksonCore-8b,False,True,precise,add,gumtree_class,rank,1
Jsoup-27b,False,True,precise,add,gumtree_class,rank,2
Jsoup-4b,False,True,precise,add,gumtree_class,rank,1
Jsoup-85b,False,True,precise,add,gumtree_class,rank,5
Jsoup-9b,False,True,precise,add,gumtree_class,rank,2
Lang-13b,False,True,precise,add,gumtree_class,rank,1
Lang-14b,False,True,precise,add,gumtree_class,rank,2
Lang-19b,False,True,precise,add,gumtree_class,rank,1
Lang-21b,False,True,precise,add,gumtree_class,rank,3
Lang-22b,False,True,precise,add,gumtree_class,rank,3
Lang-25b,False,True,precise,add,gumtree_class,rank,3
Lang-26b,False,True,precise,add,gumtree_class,rank,1
Lang-28b,False,True,precise,add,gumtree_class,rank,1
Lang-31b,False,True,precise,add,gumtree_class,rank,1
Lang-39b,False,True,precise,add,gumtree_class,rank,3
Lang-4b,False,True,precise,add,gumtree_class,rank,3
Lang-40b,False,True,precise,add,gumtree_class,rank,2
Lang-43b,False,True,precise,add,gumtree_class,rank,5
Lang-44b,False,True,precise,add,gumtree_class,rank,1
Lang-45b,False,True,precise,add,gumtree_class,rank,1
Lang-46b,False,True,precise,add,gumtree_class,rank,5
Lang-47b,False,True,precise,add,gumtree_class,rank,1
Lang-48b,False,True,precise,add,gumtree_class,rank,2
Lang-49b,False,True,precise,add,gumtree_class,rank,1
Lang-51b,False,True,precise,add,gumtree_class,rank,2
Lang-52b,False,True,precise,add,gumtree_class,rank,1
Lang-53b,False,True,precise,add,gumtree_class,rank,1
Lang-54b,False,True,precise,add,gumtree_class,rank,3
Lang-55b,False,True,precise,add,gumtree_class,rank,1
Lang-57b,False,True,precise,add,gumtree_class,rank,2
Lang-6b,False,True,precise,add,gumtree_class,rank,9
Lang-60b,False,True,precise,add,gumtree_class,rank,4
Lang-61b,False,True,precise,add,gumtree_class,rank,3
Lang-64b,False,True,precise,add,gumtree_class,rank,1
Math-10b,False,True,precise,add,gumtree_class,rank,4
Math-101b,False,True,precise,add,gumtree_class,rank,1
Math-103b,False,True,precise,add,gumtree_class,rank,1
Math-104b,False,True,precise,add,gumtree_class,rank,2
Math-105b,False,True,precise,add,gumtree_class,rank,6
Math-106b,False,True,precise,add,gumtree_class,rank,1
Math-14b,False,True,precise,add,gumtree_class,rank,8
Math-15b,False,True,precise,add,gumtree_class,rank,35
Math-17b,False,True,precise,add,gumtree_class,rank,1
Math-2b,False,True,precise,add,gumtree_class,rank,22
Math-23b,False,True,precise,add,gumtree_class,rank,17
Math-24b,False,True,precise,add,gumtree_class,rank,17
Math-25b,False,True,precise,add,gumtree_class,rank,2
Math-26b,False,True,precise,add,gumtree_class,rank,2
Math-28b,False,True,precise,add,gumtree_class,rank,12
Math-3b,False,True,precise,add,gumtree_class,rank,2
Math-35b,False,True,precise,add,gumtree_class,rank,1
Math-42b,False,True,precise,add,gumtree_class,rank,12
Math-45b,False,True,precise,add,gumtree_class,rank,6
Math-46b,False,True,precise,add,gumtree_class,rank,7
Math-48b,False,True,precise,add,gumtree_class,rank,14
Math-50b,False,True,precise,add,gumtree_class,rank,4
Math-53b,False,True,precise,add,gumtree_class,rank,4
Math-54b,False,True,precise,add,gumtree_class,rank,1
Math-55b,False,True,precise,add,gumtree_class,rank,1
Math-60b,False,True,precise,add,gumtree_class,rank,29
Math-63b,False,True,precise,add,gumtree_class,rank,3
Math-64b,False,True,precise,add,gumtree_class,rank,6
Math-70b,False,True,precise,add,gumtree_class,rank,2
Math-75b,False,True,precise,add,gumtree_class,rank,4
Math-79b,False,True,precise,add,gumtree_class,rank,3
Math-87b,False,True,precise,add,gumtree_class,rank,35
Math-88b,False,True,precise,add,gumtree_class,rank,35
Math-89b,False,True,precise,add,gumtree_class,rank,1
Math-92b,False,True,precise,add,gumtree_class,rank,1
Math-93b,False,True,precise,add,gumtree_class,rank,1
Math-94b,False,True,precise,add,gumtree_class,rank,1
Math-96b,False,True,precise,add,gumtree_class,rank,3
Math-97b,False,True,precise,add,gumtree_class,rank,5
Mockito-8b,False,True,precise,add,gumtree_class,rank,4
Time-1b,False,True,precise,add,gumtree_class,rank,16
Time-11b,False,True,precise,add,gumtree_class,rank,4
Time-15b,False,True,precise,add,gumtree_class,rank,2
Time-16b,False,True,precise,add,gumtree_class,rank,1
Time-2b,False,True,precise,add,gumtree_class,rank,8
Time-7b,False,True,precise,add,gumtree_class,rank,23
Cli-29b,True,True,precise,del,gumtree_class,rank,1
Closure-10b,True,True,precise,del,gumtree_class,rank,55
Closure-104b,True,True,precise,del,gumtree_class,rank,1
Closure-113b,True,True,precise,del,gumtree_class,rank,3
Closure-115b,True,True,precise,del,gumtree_class,rank,189
Closure-120b,True,True,precise,del,gumtree_class,rank,123
Closure-121b,True,True,precise,del,gumtree_class,rank,12
Closure-128b,True,True,precise,del,gumtree_class,rank,181
Closure-133b,True,True,precise,del,gumtree_class,rank,15
Closure-17b,True,True,precise,del,gumtree_class,rank,120
Closure-2b,True,True,precise,del,gumtree_class,rank,218
Closure-21b,True,True,precise,del,gumtree_class,rank,2
Closure-27b,True,True,precise,del,gumtree_class,rank,1
Closure-30b,True,True,precise,del,gumtree_class,rank,213
Closure-31b,True,True,precise,del,gumtree_class,rank,32
Closure-33b,True,True,precise,del,gumtree_class,rank,161
Closure-48b,True,True,precise,del,gumtree_class,rank,10
Closure-52b,True,True,precise,del,gumtree_class,rank,2
Closure-59b,True,True,precise,del,gumtree_class,rank,29
Closure-60b,True,True,precise,del,gumtree_class,rank,2
Closure-61b,True,True,precise,del,gumtree_class,rank,12
Closure-62b,True,True,precise,del,gumtree_class,rank,2
Closure-64b,True,True,precise,del,gumtree_class,rank,158
Closure-65b,True,True,precise,del,gumtree_class,rank,68
Closure-66b,True,True,precise,del,gumtree_class,rank,9
Closure-68b,True,True,precise,del,gumtree_class,rank,8
Closure-73b,True,True,precise,del,gumtree_class,rank,1
Closure-74b,True,True,precise,del,gumtree_class,rank,77
Closure-76b,True,True,precise,del,gumtree_class,rank,23
Closure-8b,True,True,precise,del,gumtree_class,rank,139
Closure-80b,True,True,precise,del,gumtree_class,rank,31
Closure-82b,True,True,precise,del,gumtree_class,rank,4
Closure-85b,True,True,precise,del,gumtree_class,rank,55
Closure-91b,True,True,precise,del,gumtree_class,rank,16
Closure-92b,True,True,precise,del,gumtree_class,rank,95
Closure-99b,True,True,precise,del,gumtree_class,rank,15
Codec-10b,True,True,precise,del,gumtree_class,rank,3
Codec-18b,True,True,precise,del,gumtree_class,rank,1
Codec-3b,True,True,precise,del,gumtree_class,rank,8
Compress-26b,True,True,precise,del,gumtree_class,rank,2
Compress-39b,True,True,precise,del,gumtree_class,rank,2
Compress-44b,True,True,precise,del,gumtree_class,rank,1
Compress-7b,True,True,precise,del,gumtree_class,rank,2
Compress-8b,True,True,precise,del,gumtree_class,rank,2
Gson-15b,True,True,precise,del,gumtree_class,rank,5
JacksonCore-14b,True,True,precise,del,gumtree_class,rank,3
JacksonCore-4b,True,True,precise,del,gumtree_class,rank,6
JacksonCore-5b,True,True,precise,del,gumtree_class,rank,4
JacksonCore-6b,True,True,precise,del,gumtree_class,rank,2
JacksonCore-8b,True,True,precise,del,gumtree_class,rank,3
Jsoup-27b,True,True,precise,del,gumtree_class,rank,1
Jsoup-4b,True,True,precise,del,gumtree_class,rank,1
Jsoup-85b,True,True,precise,del,gumtree_class,rank,4
Jsoup-9b,True,True,precise,del,gumtree_class,rank,1
Lang-13b,True,True,precise,del,gumtree_class,rank,2
Lang-14b,True,True,precise,del,gumtree_class,rank,2
Lang-19b,True,True,precise,del,gumtree_class,rank,2
Lang-21b,True,True,precise,del,gumtree_class,rank,2
Lang-22b,True,True,precise,del,gumtree_class,rank,7
Lang-25b,True,True,precise,del,gumtree_class,rank,1
Lang-26b,True,True,precise,del,gumtree_class,rank,4
Lang-28b,True,True,precise,del,gumtree_class,rank,1
Lang-31b,True,True,precise,del,gumtree_class,rank,2
Lang-39b,True,True,precise,del,gumtree_class,rank,2
Lang-4b,True,True,precise,del,gumtree_class,rank,1
Lang-40b,True,True,precise,del,gumtree_class,rank,2
Lang-43b,True,True,precise,del,gumtree_class,rank,1
Lang-44b,True,True,precise,del,gumtree_class,rank,2
Lang-45b,True,True,precise,del,gumtree_class,rank,2
Lang-46b,True,True,precise,del,gumtree_class,rank,5
Lang-47b,True,True,precise,del,gumtree_class,rank,4
Lang-48b,True,True,precise,del,gumtree_class,rank,4
Lang-49b,True,True,precise,del,gumtree_class,rank,6
Lang-51b,True,True,precise,del,gumtree_class,rank,2
Lang-52b,True,True,precise,del,gumtree_class,rank,3
Lang-53b,True,True,precise,del,gumtree_class,rank,4
Lang-54b,True,True,precise,del,gumtree_class,rank,2
Lang-55b,True,True,precise,del,gumtree_class,rank,3
Lang-57b,True,True,precise,del,gumtree_class,rank,2
Lang-6b,True,True,precise,del,gumtree_class,rank,3
Lang-60b,True,True,precise,del,gumtree_class,rank,6
Lang-61b,True,True,precise,del,gumtree_class,rank,4
Lang-64b,True,True,precise,del,gumtree_class,rank,1
Math-10b,True,True,precise,del,gumtree_class,rank,1
Math-101b,True,True,precise,del,gumtree_class,rank,1
Math-103b,True,True,precise,del,gumtree_class,rank,2
Math-104b,True,True,precise,del,gumtree_class,rank,6
Math-105b,True,True,precise,del,gumtree_class,rank,1
Math-106b,True,True,precise,del,gumtree_class,rank,1
Math-14b,True,True,precise,del,gumtree_class,rank,8
Math-15b,True,True,precise,del,gumtree_class,rank,36
Math-17b,True,True,precise,del,gumtree_class,rank,2
Math-2b,True,True,precise,del,gumtree_class,rank,6
Math-23b,True,True,precise,del,gumtree_class,rank,4
Math-24b,True,True,precise,del,gumtree_class,rank,4
Math-25b,True,True,precise,del,gumtree_class,rank,2
Math-26b,True,True,precise,del,gumtree_class,rank,7
Math-28b,True,True,precise,del,gumtree_class,rank,12
Math-3b,True,True,precise,del,gumtree_class,rank,2
Math-35b,True,True,precise,del,gumtree_class,rank,3
Math-42b,True,True,precise,del,gumtree_class,rank,24
Math-45b,True,True,precise,del,gumtree_class,rank,4
Math-46b,True,True,precise,del,gumtree_class,rank,1
Math-48b,True,True,precise,del,gumtree_class,rank,13
Math-50b,True,True,precise,del,gumtree_class,rank,16
Math-53b,True,True,precise,del,gumtree_class,rank,1
Math-54b,True,True,precise,del,gumtree_class,rank,2
Math-55b,True,True,precise,del,gumtree_class,rank,5
Math-60b,True,True,precise,del,gumtree_class,rank,30
Math-63b,True,True,precise,del,gumtree_class,rank,3
Math-64b,True,True,precise,del,gumtree_class,rank,9
Math-70b,True,True,precise,del,gumtree_class,rank,2
Math-75b,True,True,precise,del,gumtree_class,rank,8
Math-79b,True,True,precise,del,gumtree_class,rank,3
Math-87b,True,True,precise,del,gumtree_class,rank,2
Math-88b,True,True,precise,del,gumtree_class,rank,5
Math-89b,True,True,precise,del,gumtree_class,rank,2
Math-92b,True,True,precise,del,gumtree_class,rank,6
Math-93b,True,True,precise,del,gumtree_class,rank,4
Math-94b,True,True,precise,del,gumtree_class,rank,1
Math-96b,True,True,precise,del,gumtree_class,rank,5
Math-97b,True,True,precise,del,gumtree_class,rank,3
Mockito-8b,True,True,precise,del,gumtree_class,rank,2
Time-1b,True,True,precise,del,gumtree_class,rank,10
Time-11b,True,True,precise,del,gumtree_class,rank,13
Time-15b,True,True,precise,del,gumtree_class,rank,1
Time-16b,True,True,precise,del,gumtree_class,rank,19
Time-2b,True,True,precise,del,gumtree_class,rank,20
Time-7b,True,True,precise,del,gumtree_class,rank,23
Cli-29b,False,True,precise,del,gumtree_class,rank,1
Closure-10b,False,True,precise,del,gumtree_class,rank,60
Closure-104b,False,True,precise,del,gumtree_class,rank,1
Closure-113b,False,True,precise,del,gumtree_class,rank,258
Closure-115b,False,True,precise,del,gumtree_class,rank,269
Closure-120b,False,True,precise,del,gumtree_class,rank,166
Closure-121b,False,True,precise,del,gumtree_class,rank,103
Closure-128b,False,True,precise,del,gumtree_class,rank,88
Closure-133b,False,True,precise,del,gumtree_class,rank,18
Closure-17b,False,True,precise,del,gumtree_class,rank,235
Closure-2b,False,True,precise,del,gumtree_class,rank,185
Closure-21b,False,True,precise,del,gumtree_class,rank,1
Closure-27b,False,True,precise,del,gumtree_class,rank,1
Closure-30b,False,True,precise,del,gumtree_class,rank,175
Closure-31b,False,True,precise,del,gumtree_class,rank,38
Closure-33b,False,True,precise,del,gumtree_class,rank,451
Closure-48b,False,True,precise,del,gumtree_class,rank,32
